2026/09/15 15:40:33.236, 2 %, 66.67 W, 26772 MiB
2026/09/15 15:40:34.239, 0 %, 64.58 W, 26772 MiB
2026/09/15 15:40:35.239, 0 %, 64.49 W, 26804 MiB
2026/09/15 15:40:36.240, 97 %, 330.94 W, 26920 MiB
2026/09/15 15:40:37.240, 0 %, 194.85 W, 26772 MiB
2026/09/15 15:40:38.241, 1 %, 64.79 W, 26772 MiB
2026/09/15 15:40:39.242, 1 %, 64.63 W, 26772 MiB
2026/09/15 15:40:40.243, 0 %, 64.57 W, 26772 MiB
2026/09/15 15:40:41.243, 0 %, 64.33 W, 26772 MiB
2026/09/15 15:40:42.243, 98 %, 180.17 W, 26804 MiB
2026/09/15 15:40:43.243, 97 %, 365.83 W, 26952 MiB
2026/09/15 15:40:44.244, 98 %, 360.19 W, 26952 MiB
2026/09/15 15:40:45.244, 97 %, 358.64 W, 26952 MiB
2026/09/15 15:40:46.244, 99 %, 347.17 W, 26920 MiB
2026/09/15 15:40:47.245, 99 %, 284.25 W, 26920 MiB
2026/09/15 15:40:48.245, 99 %, 286.38 W, 26920 MiB
2026/09/15 15:40:49.246, 62 %, 279.30 W, 26772 MiB
2026/09/15 15:40:50.246, 1 %, 79.53 W, 26772 MiB
2026/09/15 15:40:51.247, 1 %, 65.04 W, 26772 MiB
2026/09/15 15:40:52.248, 1 %, 64.88 W, 26772 MiB
2026/09/15 15:40:53.249, 0 %, 65.07 W, 26772 MiB
2026/09/15 15:40:54.249, 0 %, 64.81 W, 26772 MiB
2026/09/15 15:40:55.250, 0 %, 64.74 W, 26772 MiB
2026/09/15 15:40:56.250, 0 %, 64.65 W, 26772 MiB
2026/09/15 15:40:57.251, 0 %, 64.57 W, 26772 MiB
2026/09/15 15:40:58.251, 0 %, 64.51 W, 26772 MiB
2026/09/15 15:40:59.252, 1 %, 64.38 W, 26772 MiB
2026/09/15 15:41:00.252, 1 %, 64.21 W, 26772 MiB
2026/09/15 15:41:01.253, 0 %, 64.34 W, 26772 MiB
2026/09/15 15:41:02.253, 1 %, 64.26 W, 26775 MiB
2026/09/15 15:41:03.253, 1 %, 64.05 W, 26775 MiB
2026/09/15 15:41:04.254, 0 %, 64.04 W, 26775 MiB
2026/09/15 15:41:05.255, 0 %, 63.86 W, 26775 MiB
2026/09/15 15:41:06.255, 0 %, 63.83 W, 26775 MiB
2026/09/15 15:41:07.256, 0 %, 64.11 W, 26775 MiB
2026/09/15 15:41:08.257, 1 %, 63.93 W, 26775 MiB
2026/09/15 15:41:09.257, 1 %, 63.38 W, 26775 MiB
2026/09/15 15:41:10.259, 0 %, 63.87 W, 26775 MiB
2026/09/15 15:41:11.259, 0 %, 64.08 W, 26775 MiB
2026/09/15 15:41:12.260, 0 %, 63.50 W, 26775 MiB
2026/09/15 15:41:13.262, 0 %, 63.88 W, 26775 MiB
2026/09/15 15:41:14.262, 1 %, 64.05 W, 26775 MiB
2026/09/15 15:41:15.263, 1 %, 63.84 W, 26775 MiB
2026/09/15 15:41:16.263, 1 %, 64.02 W, 26775 MiB
2026/09/15 15:41:17.264, 1 %, 63.65 W, 26775 MiB
2026/09/15 15:41:18.264, 1 %, 63.51 W, 26775 MiB
2026/09/15 15:41:19.265, 0 %, 63.94 W, 26775 MiB
2026/09/15 15:41:20.266, 0 %, 63.60 W, 26775 MiB
2026/09/15 15:41:21.267, 0 %, 63.37 W, 26775 MiB
2026/09/15 15:41:22.267, 0 %, 63.38 W, 26775 MiB
2026/09/15 15:41:23.268, 0 %, 63.72 W, 26775 MiB
2026/09/15 15:41:24.269, 0 %, 63.69 W, 26775 MiB
2026/09/15 15:41:25.269, 0 %, 64.08 W, 26775 MiB
2026/09/15 15:41:26.270, 1 %, 63.64 W, 26775 MiB
2026/09/15 15:41:27.270, 2 %, 63.63 W, 26775 MiB
2026/09/15 15:41:28.270, 0 %, 63.45 W, 26775 MiB
2026/09/15 15:41:29.271, 0 %, 63.56 W, 26775 MiB
2026/09/15 15:41:30.271, 0 %, 63.49 W, 26775 MiB
2026/09/15 15:41:31.272, 0 %, 63.25 W, 26775 MiB
2026/09/15 15:41:32.272, 0 %, 63.50 W, 26775 MiB
2026/09/15 15:41:33.273, 0 %, 63.31 W, 26775 MiB
2026/09/15 15:41:34.274, 1 %, 63.64 W, 26775 MiB
2026/09/15 15:41:35.274, 1 %, 63.43 W, 26775 MiB
2026/09/15 15:41:36.275, 0 %, 62.88 W, 26775 MiB
2026/09/15 15:41:37.275, 0 %, 63.11 W, 26775 MiB
2026/09/15 15:41:38.276, 1 %, 63.03 W, 26775 MiB
2026/09/15 15:41:39.276, 1 %, 62.97 W, 26775 MiB
2026/09/15 15:41:40.277, 0 %, 62.64 W, 26775 MiB
2026/09/15 15:41:41.277, 0 %, 62.47 W, 26775 MiB
2026/09/15 15:41:42.278, 0 %, 62.80 W, 26775 MiB
2026/09/15 15:41:43.278, 0 %, 63.10 W, 26775 MiB
2026/09/15 15:41:44.278, 1 %, 62.63 W, 26775 MiB
2026/09/15 15:41:45.278, 0 %, 62.77 W, 26775 MiB
2026/09/15 15:41:46.279, 0 %, 62.77 W, 26775 MiB
2026/09/15 15:41:47.279, 1 %, 62.95 W, 26775 MiB
2026/09/15 15:41:48.279, 0 %, 62.76 W, 26775 MiB
2026/09/15 15:41:49.280, 0 %, 63.03 W, 26775 MiB
2026/09/15 15:41:50.281, 0 %, 62.78 W, 26775 MiB
2026/09/15 15:41:51.281, 1 %, 62.32 W, 26775 MiB
2026/09/15 15:41:52.282, 1 %, 62.58 W, 26775 MiB
2026/09/15 15:41:53.282, 1 %, 62.50 W, 26775 MiB
2026/09/15 15:41:54.283, 0 %, 62.11 W, 26775 MiB
2026/09/15 15:41:55.283, 0 %, 62.43 W, 26775 MiB
2026/09/15 15:41:56.284, 58 %, 78.96 W, 26955 MiB
2026/09/15 15:41:57.284, 96 %, 353.30 W, 27103 MiB
2026/09/15 15:41:58.285, 96 %, 352.43 W, 27367 MiB
2026/09/15 15:41:59.285, 97 %, 347.57 W, 27399 MiB
2026/09/15 15:42:00.286, 98 %, 337.51 W, 27399 MiB
2026/09/15 15:42:01.287, 99 %, 327.65 W, 27399 MiB
2026/09/15 15:42:02.287, 98 %, 322.00 W, 27399 MiB
2026/09/15 15:42:03.287, 99 %, 317.36 W, 27399 MiB
2026/09/15 15:42:04.288, 97 %, 310.71 W, 27515 MiB
2026/09/15 15:42:05.288, 99 %, 256.13 W, 27399 MiB
2026/09/15 15:42:06.288, 98 %, 326.86 W, 27399 MiB
2026/09/15 15:42:07.289, 98 %, 339.04 W, 27399 MiB
2026/09/15 15:42:08.289, 99 %, 330.08 W, 27399 MiB
2026/09/15 15:42:09.290, 99 %, 322.75 W, 27399 MiB
